id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
KG-INI-026,Disaster Early Warning AI (Landslides/Earthquakes),KG,Environment & Climate,B,8.0,8,8,8,8,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-kg-glof-warning,Kyrgyzstan GLOF (Glacial Lake Outburst Flood) Early Warning System,Kyrgyzstan,tender,1300000,6000000,KG glacier monitoring (KG-INI-007) + multi-hazard AI is climate-security stack. EU C4CA funds. Russian-Kyrgyz bilingual sntz.ai delivers integrated warning.,Track KG-TF-2026-008 publication. | LinkedIn message to kg-udp-digital-head. | Brief CAIAG on multi-hazard partnership. | Reach out to EU C4CA PIU.,L2_VERIFIED
KG-INI-030,Bürokratt-Style Citizen Chatbot for KG,KG,Public Administration & e-Government,C,7.45,6,8,8,7,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EGA-KG-TWINNING,EU,e-Governance Academy (EGA) Twinning — Support to Digitalisation Agenda in Kyrgyzstan,"Tõnis Mäe (e-Governance Academy, Project Manager — completed project; EGA active in C4CA follow-on)",case-et-buerokratt,Estonia Bürokratt AI Government Virtual Assistant,Estonia,donor_program,600000,4000000,Estonia Bürokratt is world reference. KG-INI-009 sovereign LLM provides bilingual layer. Tunduk integration backbone.,Brief eGA on Bürokratt-style for KG. | Coordinate with KG-INI-009 sovereign LLM team. | Build chatbot MVR for top-5 services. | Reach out to Tunduk SE technical lead.,L2_VERIFIED
KG-INI-040,AI Border Biometric Control,KG,Security & Public Order,C,6.65,6,6,8,7,7,kg-gts-head,Kairat Usenov,"Director, State Customs Service (GTS) of the Kyrgyz Republic",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-STATE-SECURITY,State Committee for National Security of the Kyrgyz Republic (GKNB),KG-LAW-2024-121-CYBERSEC,121,On Cybersecurity of the Kyrgyz Republic,ADB-KG-CUSTOMS-38177,ADB,Regional Customs Modernization and Infrastructure Development Project (Kyrgyz component),[TTL_NOT_FOUND] ADB CWRD (Central and West Asia Department). Search path: adb.org/projects/38177-013/main.,case-kz-biometric-border,Kazakhstan Biometric Border Control (SafePass & AutoPass),Kazakhstan,tender,1200000,5500000,KZ SafePass proves architecture. ADB customs funds. Russian-Kyrgyz bilingual sntz.ai biometric stack.,Brief ADB customs PIU. | Coordinate with KG-INI-014 customs initiative. | Build biometric demo. | Reach out to GTS head.,L2_VERIFIED
KG-INI-042,Speech Recognition Kyrgyz/Russian (KG ASR),KG,AI Infrastructure (Enabling Layer),C,7.3,6,8,8,6,9,kg-national-ai-council-chair,Azamat Sydykov,"Chair, National AI Council (Национальный совет по ИИ), Kyrgyz Republic (function absorbed into UДП, April 2026)",,2,kg-auca-rector,Andrew Wachtel,KG-NATIONAL-AI-COUNCIL,National Council on Artificial Intelligence of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-in-bhashini,India Bhashini Multilingual AI Platform,India,donor_program,400000,2200000,Bhashini proves multilingual ASR. KG sovereign LLM (KG-INI-009) needs Kyrgyz ASR. Russian-Kyrgyz code-switching is unique.,Brief AI Council on ASR architecture. | Schedule meeting with AUCA computer science. | Coordinate with KG-INI-009 sovereign LLM team. | Build Kyrgyz ASR baseline MVR.,L2_VERIFIED
KG-INI-045,AI Public Service Hall (Singpass-Style),KG,Public Administration & e-Government,C,7.05,6,7,8,7,8,kg-grs-head,Bakyt Kalmatov,"Director, State Registration Service (GRS) of the Kyrgyz Republic",,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GRS,State Registration Service of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-sg-singpass,Singpass National Digital Identity,Singapore,tender,1000000,5000000,Singpass + ASAN prove unified citizen portal. KG needs same. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-grs-head. | Brief WB Digital CASA on service hall. | Build citizen app MVR. | Coordinate with KG-INI-001 TOR.,L2_VERIFIED
INI-011,AI Labs at 15 Universities (UZ),UZ,Education,A,7.8,9,7,7,8,8,uz-kongratbay-sharipov,Kongratbay Sharipov,"Minister of Higher Education, Science and Innovations of the Republic of Uzbekistan",,1,uz-nuu-rector,Inom Majidov,UZ-MOHESI,"Ministry of Higher Education, Science and Innovations of the Republic of Uzbekistan",UZ-PP-2024-051,ПП-51,On Additional Support Measures for Training Qualified Specialists in Digitalization,ISDB-UZ-EDUCATION-SMARTED,IsDB,IsDB-GPE SmartEd Education Transformation Project (Uzbekistan),[TTL_NOT_FOUND] IsDB Country Director for Uzbekistan. UNICEF UZ Education Chief is tripartite co-implementer. Search path: isdb.org/news/islamic-development-bank-and-uzbekistan-sign-landmark-education-project-with-gpe-grant-support.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,7500000,18000000,Saudi SDAIA built a national AI capability program with 15+ centers — we deliver UZ's equivalent with NUU AI Cluster anchor and Stanford/Google/MIT diaspora mentors. UP-2024-051 commits the state budget; live tender UZ-T-2026-011 ($7.5M) is open Q3 2026.,"Submit pre-qualification for UZ-T-2026-011 ($7.5M). | Schedule meeting with uz-kongratbay-sharipov via MoHESI digital education department referencing UP-2024-051 implementation. | Coordinate diaspora-bridge mentorship commitment letters from Tursunov, Toshmatov, Yakubov. | Reach out to ISDB-UZ-EDUCATION-SMARTED PIU at MoHESI for co-financing pathway dialogue.",VERIFIED
INI-017,AI Civil Servant Training Program (UZ),UZ,Education,A,7.85,10,7,7,7,8,uz-kongratbay-sharipov,Kongratbay Sharipov,"Minister of Higher Education, Science and Innovations of the Republic of Uzbekistan",,1,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,UZ-MOHESI,"Ministry of Higher Education, Science and Innovations of the Republic of Uzbekistan",UZ-UP-2024-095,УП-95,"On Measures to Organize the Civil Service on New Approaches and Form a Professional, Performance-Oriented Civil Service Corps",KOICA-UZ-IT-EDU,KOICA,Enhancing Youth Employment and Entrepreneurship through Improving IT Education Ecosystem in Uzbekistan,[TTL_NOT_FOUND] KOICA Uzbekistan Office (Tashkent) — Country Director. Search path: koica.go.kr/sites/uzb_en/index.do.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,1800000,8000000,UP-2024-095 mandates civil servants to acquire digital competency by 2027. Saudi SDAIA trained 50K+ in 2 years. Live RFP UZ-T-2026-008 ($1.8M) is open Q3 2026 — we bring Russian-Uzbek curriculum + Stanford/Google/MIT diaspora mentors.,"Submit pre-qualification for UZ-T-2026-008 ($1.8M). | Schedule meeting with NUU + Academy of Public Administration co-authoring approach. | Coordinate diaspora-bridge mentor commitment letters (Tursunov, Toshmatov, Yakubov, Sadikov). | Reach out to KOICA-UZ-IT-EDU for pipeline cooperation.",VERIFIED
INI-020,Legal Aid Conversational AI (UZ),UZ,Justice & Rule of Law,B,7.2,7,7,7,7,9,uz-akbar-tashkulov,Akbar Tashkulov,Minister of Justice of the Republic of Uzbekistan,,1,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-MOJ,Ministry of Justice of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,UNDP-UZ-AI-COURTS,UNDP,ICT Implementation in Civil Courts of Uzbekistan,[TTL_NOT_FOUND] UNDP Uzbekistan Rule of Law / Justice cluster. Search path: undp.org/uzbekistan/publications/analytical-note-ict-implementation-civil-courts-uzbekistan.,case-sg-intellex,Singapore INTELLLEX Legal AI / SAL Ventures,Singapore,donor_program,1500000,6000000,UP-140 commits UZ to expanded access to justice. UNDP-UZ-AI-COURTS provides $2M co-financing pathway. Singapore INTELLLEX proves legal-AI architecture — we deliver free-aid Russian-Uzbek version.,LinkedIn message to MoJ digital department. | Reach out to UNDP-UZ-AI-COURTS TTL. | Schedule bar association cooperation dialogue. | Pre-position via INI-002 / INI-003 cross-link.,L2_VERIFIED
INI-023,AI Procurement Analytics (UZ),UZ,Public Administration & e-Government,B,7.2,7,7,7,7,9,uz-antimonopoly-head,Kamoliddin Toshmatov,"Director, Anti-Monopoly Committee of the Republic of Uzbekistan",,3,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-ANTIMONOPOLY,Anti-Monopoly Committee of the Republic of Uzbekistan,UZ-LAW-2021-684,ЗРУ-684,On State Procurement,EU-GIZ-UZ-GOVGOV,EU_GIZ,Good Governance Program Uzbekistan (GIZ + EU co-financing),"Dr. Viktor Kessler (GIZ Project Director, Uzbekistan)",case-kz-antikorruption-ai,Kazakhstan Anti-Corruption Agency AI Monitoring System,Kazakhstan,tender,2200000,9000000,KZ Antikorruption-AI catches procurement fraud at scale. UZ-LAW-2021-684 + PP-2024-358 commit UZ to similar. EU-GIZ-UZ-GOVGOV provides $12.4M envelope — we deliver Russian-Uzbek bilingual procurement-AI on UzCloud.,Schedule meeting with uz-antimonopoly-head. | Reach out to EU-GIZ-UZ-GOVGOV TTL. | Engage KZ Antikorruption-AI reference. | Pre-position via Open Contracting partnership conference.,L2_VERIFIED
INI-025,AI Weather Forecasting (UZ-MChS),UZ,Environment & Climate,B,7.1,7,7,7,7,8,uz-firdavs-abdullayev,Firdavs Abdullayev,"CEO, IT Park Uzbekistan",https://www.linkedin.com/in/firdavs-abdullayev,1,uz-mintsifry-dep2,Asilbek Nasimov,UZ-MINCSS,Ministry of Emergency Situations of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,UNDP-UZ-DIGITAL-PUBADMIN,UNDP,Public Administration Reforms and Digital Transformation (Uzbekistan) — completed phase; follow-on active,[TTL_NOT_FOUND] UNDP Uzbekistan Digital Programme Manager. Search path: jobs.undp.org UNDP-UZ digital programme manager vacancy post.,case-nl-deltares-flood-ai,Deltares / Netherlands Flood Early Warning AI,Netherlands,donor_program,1800000,6500000,Deltares flood AI saves Netherlands billions in flood damage annually. UZ Pamir-Fergana valleys face escalating climate risks. UNDP-UZ-DIGITAL-PUBADMIN ($4.9M) provides envelope — we deliver Russian-Uzbek MChS AI.,Schedule meeting with MChS digital department. | Reach out to UNDP-UZ-DIGITAL-PUBADMIN TTL. | Engage Uzhydromet cooperation. | Deltares partnership letter.,L2_VERIFIED
INI-026,Aral Desertification AI (UZ),UZ,Environment & Climate,B,6.85,6,7,7,7,8,uz-icta-head,Nodir Yusupov,"Director, Agency for Communications and Information Technologies Regulation (ICTA) under MoDT",,2,uz-uzgps-piu-director,Alisher Yunusov,UZ-SPACE-AGENCY,Agency for Space Research and Technologies of the Republic of Uzbekistan (Uzbekistan Space Agency),UZ-UP-2024-155,УП-155,On Measures to Introduce Aerospace Technologies in Economic Sectors in 2024-2026,WB-UZ-P506803,WorldBank,Geospatial Infrastructure for Sustainable Territorial Development,"[TTL_NOT_FOUND] Project approved Feb 2025; Practice Area: Urban, Resilience and Land. Implementing agencies: MoEF and Cadastre Agency. Specific TTL not identified in available press releases or PAD summary. Search path: documents.worldbank.org P506803 project appraisal document.",case-kz-aral-monitoring,Kazakhstan Aral Sea Restoration AI Monitoring,Kazakhstan,donor_program,1500000,6000000,KZ Aral monitoring catches desertification early. UZ-side Aral is even more critical. UP-155 aerospace + WB P506803 envelope authorize. We deliver Russian-Uzbek-Karakalpak desertification AI.,Engage Space Agency cooperation MoU. | Reach out to WB P506803 TTL. | Schedule meeting with Karakalpakstan akimat digital department. | Cross-link with INI-009.,L2_VERIFIED
INI-030,Renewable Energy Forecasting AI (UZ),UZ,Energy,B,7.5,7,7,7,9,8,uz-jurabek-mirzamahmudov,Jurabek Mirzamahmudov,Minister of Energy of the Republic of Uzbekistan,,1,uz-negu-ceo,Ulmas Ochilov,UZ-MINENERGY,Ministry of Energy of the Republic of Uzbekistan,UZ-UP-2024-157,УП-157,On Additional Measures to Support Enterprises Engaged in Export Activities in Digitalization,ADB-UZ-52322-004,ADB,Digitize to Decarbonize — Power Transmission Grid Enhancement Project,"Yun Ji Suh (ADB Sectors Department 1, Project Officer)",case-kz-renewable-ai,Kazakhstan Renewable Energy AI Forecasting (KEGOC-KOREM),Kazakhstan,donor_program,1500000,6000000,ADB-UZ-52322-004 commits $125M to UZ digitize-decarbonize. KZ Renewable AI cuts curtailment 15%+. We deliver Russian-Uzbek forecast on UzCloud.,Schedule MinEnergy meeting. | Reach out to ADB TTL. | Cross-link INI-015. | Engage KZ KEGOC reference.,L2_VERIFIED
INI-031,Middle Corridor Logistics AI (UZ),UZ,Transport & Urban,B,6.95,6,7,7,7,8,uz-icta-head,Nodir Yusupov,"Director, Agency for Communications and Information Technologies Regulation (ICTA) under MoDT",,2,uz-mintsifry-dep2,Asilbek Nasimov,UZ-MINTRANSPORT,Ministry of Transport of the Republic of Uzbekistan,UZ-UP-2024-157,УП-157,On Additional Measures to Support Enterprises Engaged in Export Activities in Digitalization,JICA-UZ-DIGITAL-INNOVATION,JICA,JICA Uzbekistan Digital Technology and Innovation Cooperation (Uzbek-Japanese Youth Innovation Center + Technical Cooperation),[TTL_NOT_FOUND] JICA Uzbekistan Office Representative (Tashkent). Search path: jica.go.jp/uzbekistan/english/.,case-in-fastag-national-tolls,India FASTag National Electronic Toll Collection,India,donor_program,2200000,7500000,Middle Corridor traffic doubling annually. JICA + ADB envelope authorize. India FASTag + KZ Smart Bridge prove the architecture. We deliver Russian-Uzbek logistics AI.,Schedule MinTransport meeting. | Reach out to JICA TTL. | Cross-link INI-005. | Engage KZ KazTransLogistics.,L2_VERIFIED
INI-040,Aerospace AI Sentinel Pipeline (UZ),UZ,AI Infrastructure (Enabling Layer),C,6.4,5,7,7,6,7,uz-icta-head,Nodir Yusupov,"Director, Agency for Communications and Information Technologies Regulation (ICTA) under MoDT",,2,uz-cadastre-director,Ulugbek Ismoilov,UZ-SPACE-AGENCY,Agency for Space Research and Technologies of the Republic of Uzbekistan (Uzbekistan Space Agency),UZ-UP-2024-155,УП-155,On Measures to Introduce Aerospace Technologies in Economic Sectors in 2024-2026,WB-UZ-P506803,WorldBank,Geospatial Infrastructure for Sustainable Territorial Development,"[TTL_NOT_FOUND] Project approved Feb 2025; Practice Area: Urban, Resilience and Land. Implementing agencies: MoEF and Cadastre Agency. Specific TTL not identified in available press releases or PAD summary. Search path: documents.worldbank.org P506803 project appraisal document.",case-in-isro-bhuvan,India ISRO Bhuvan Geoportal & Environment Monitoring,India,direct,1500000,5500000,UP-155 created Space Agency. India ISRO Bhuvan proves national geoportal value. We deliver bilingual + sovereign pipeline.,Space Agency MoU dialogue. | Cross-link INI-009 / INI-014 / INI-026. | WB-UZ-P506803 TTL alignment. | Sentinel partnership.,INFERRED
INI-041,AI Tax Audit Selection (Phase 2 STC),UZ,Finance & Fiscal,C,6.45,5,6,7,7,8,uz-gnk-head,Sherzod Kudbiyev,"Chairman, State Tax Committee of the Republic of Uzbekistan (GNK)",,2,uz-minfinance-digi-dept,Otabek Komilov,UZ-GNK,State Tax Committee of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,WB-UZ-FINREFORM-P176353,WorldBank,Accelerating Uzbekistan's Transition Development Policy Operation,[TTL_NOT_FOUND] DPO managed by Macroeconomics practice. Country Director/Manager: Marco Mantovanelli. Search path: projects.worldbank.org P176353.,case-kz-smartbridge-tax,Kazakhstan Smart Bridge & Tax System Integration,Kazakhstan,direct,2500000,9500000,Phase 1 (INI-004) proves Smart Bridge architecture; Phase 2 expands to behavioral models. WB FinReform DPF lever.,Anchor on INI-004 traction. | WB-UZ-FINREFORM TTL. | Behavioral model R&D. | STC Phase 2 dialogue.,INFERRED
INI-044,AI Mining Optimization (UZ),UZ,Energy,C,6.4,6,6,7,7,7,uz-laziz-kudratov,Laziz Kudratov,"Minister of Investments, Industry and Trade of the Republic of Uzbekistan",https://www.linkedin.com/in/laziz-kudratov,1,uz-mintsifry-dep2,Asilbek Nasimov,UZ-MIIT,"Ministry of Investments, Industry and Trade of the Republic of Uzbekistan",UZ-UP-2024-157,УП-157,On Additional Measures to Support Enterprises Engaged in Export Activities in Digitalization,EBRD-UZ-DIGITAL-STRATEGY,EBRD,EBRD Uzbekistan Country Strategy 2024-2028 — Digital Economy and SME Digitalization Component,[TTL_NOT_FOUND] EBRD Uzbekistan Principal Banker (head of resident mission). Search path: ebrd.com/where-we-are/uzbekistan.,case-kz-digital-mining,Kazakhstan AI for Critical Minerals Exploration (Kazakhmys/Altyntau),Kazakhstan,tender,4500000,13000000,UZ critical-minerals export is strategic priority. KZ Digital Mining + UP-157 authorize. EBRD $200M digital envelope.,Track UZ-TF-2026-013. | MIIT meeting. | EBRD TTL. | Almalyk pilot dialogue.,INFERRED
INI-045,AI Open Data Platform (UZ),UZ,Public Administration & e-Government,C,6.55,6,6,7,7,7,uz-mintsifry-dep1,Sarvar Komilov,"First Deputy Minister of Digital Technologies, Republic of Uzbekistan",https://www.linkedin.com/in/sarvar-komilov,2,uz-egov-uzcloud-head,Bobur Iskandarov,UZ-DXA,Digital Transformation Agency (DXA) — E-Government Service Center,UZ-UP-2024-132,УП-132,On Measures to Implement Tasks Defined in the Fourth Open Dialogue of the President of the Republic of Uzbekistan with Entrepreneurs,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-id-indonesia-satu-data,Indonesia Satu Data Indonesia Open Data Platform,Indonesia,tender,2200000,7500000,UP-2024-132 + 4th OGP commit UZ to open data. Indonesia Satu Data proves architecture. WB $50M envelope.,MoDT meeting. | WB-UZ-P179108 TTL. | OGP alignment. | Cross-link INI-022.,INFERRED
INI-046,Anti-Corruption AI Monitoring (UZ ASR),UZ,Public Administration & e-Government,C,6.5,5,7,7,6,8,uz-bahador-rakhmatov,Bahador Rakhmatov,"Director, Agency for Strategic Reforms under the President of Uzbekistan",https://www.linkedin.com/in/bahador-rakhmatov,1,uz-antimonopoly-head,Kamoliddin Toshmatov,UZ-ASR,Agency for Strategic Reforms under the President of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,EU-FCDO-CA-GOVERNANCE,FCDO,Effective Governance for Economic Development in Central Asia (EGED) + New Governance Programme,[TTL_NOT_FOUND] FCDO Central Asia Team (London HQ) + FCDO offices in Tashkent and Bishkek. Search path: devtracker.fcdo.gov.uk programme GB-GOV-1-300961.,case-kz-antikorruption-ai,Kazakhstan Anti-Corruption Agency AI Monitoring System,Kazakhstan,direct,1500000,6000000,ASR drives UZ reform. KZ Antikorruption-AI proves the architecture. FCDO $33M envelope authorizes.,ASR meeting. | FCDO TTL. | Cross-link INI-023. | KZ reference.,INFERRED
INI-047,Digital Trust Center Services (UZ DTC),UZ,Public Administration & e-Government,C,6.5,6,6,7,6,8,uz-digital-trust-center-head,Dilnoza Yusupova,"Director, Digital Trust Center (DTC) under MoDT — personal data protection regulator",,3,uz-unicon-head,Murod Tojimatov,UZ-MINTSIFRY,Ministry of Digital Technologies of the Republic of Uzbekistan,UZ-LAW-2022-793,ЗРУ-793,On Electronic Digital Signature,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-est-digital-id,Estonian Digital ID & Mobile-ID,Estonia,direct,1200000,4500000,Estonia Digital ID + Mobile-ID power 99% of e-government. UZ DTC needs same. We deliver bilingual + UNICON-certified DTC AI.,DTC meeting. | eGA Estonia partnership. | UNICON dialogue. | Cross-link INI-016.,INFERRED
KG-INI-016,Jogorku Kenesh Parliamentary AI (KG-TF-2026-006),KG,Justice & Rule of Law,B,7.45,7,8,7,7,9,kg-national-ai-council-chair,Azamat Sydykov,"Chair, National AI Council (Национальный совет по ИИ), Kyrgyz Republic (function absorbed into UДП, April 2026)",,2,kg-digital-code-legal-adviser,Aigul Bakytbekova,KG-JOGORKU-KENESH,Jogorku Kenesh — Parliament of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-SDC-GOVERNANCE,SDC,Switzerland Cooperation Programme Central Asia 2022-2025 — Governance and Public Finance Component (Kyrgyzstan),"[TTL_NOT_FOUND] SDC Kyrgyzstan resident coordinator. CHF 85.3M total programme 2022-2025 for KG, TJ, UZ combined; approximately CHF 40M SECO. Search path: deza.eda.admin.ch KG projects.",case-fr-albert-govt-llm,France Albert — Government LLM for Civil Servants,France,tender,600000,3500000,France Albert proves government LLM pattern. KG-TF-2026-006 ($600K) procures parliamentary AI now. Russian-Kyrgyz bilingual sntz.ai stack delivers in 7 months.,Track KG-TF-2026-006 publication. | LinkedIn message to AI Council chair. | Brief EU SDC governance PIU. | Build bill-text analytics demo.,L2_VERIFIED
KG-INI-022,Bishkek Air Quality AI,KG,Environment & Climate,B,7.05,7,7,7,7,8,kg-bishkek-smart-city-head,Emil Bakytbekov,"Head of Digital Services Department, Bishkek City Administration",https://www.linkedin.com/in/emil-bakytbekov,2,kg-udp-digital-head,Adilbek Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,UNDP-KG-DIGITAL-TRANSFORM,UNDP,Advancing Digital Transformation in Kyrgyzstan,[TTL_NOT_FOUND] UNDP Kyrgyzstan Digital Programme Manager (vacancy posted jobs.undp.org post 110741 IPSA-11). UNDP Resident Representative is the country head.,case-nl-rotterdam-climate-digital,Rotterdam Climate Adaptation Digital Twin,Netherlands,tender,800000,4500000,Bishkek winter air pollution is a public-health emergency. UNDP funds climate adaptation. Russian-Kyrgyz bilingual sntz.ai + sensor network delivers in 9 months.,LinkedIn message to kg-bishkek-smart-city-head. | Brief UNDP-KG-DIGITAL-TRANSFORM TTL. | Build Russian-Kyrgyz air-quality app demo. | Reach out to Hydromet service.,L2_VERIFIED
KG-INI-023,Issyk-Kul Tourism AI Platform,KG,Tourism & Culture,B,6.75,6,7,7,7,8,kg-aieb-head,Aisha Mamytova,"Director, Agency for Investment and Export Promotion (AIEB), Kyrgyz Republic",https://www.linkedin.com/in/aisha-mamytova-kg,2,kg-bishkek-smart-city-head,Emil Bakytbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,CHINA-DSR-KG-DATACENTER,China_DSR,Huawei — Kyrgyzstan Unified Government Database and Data Center Initiative,[TTL_NOT_FOUND] Huawei Technologies Bishkek Co. LTD representative. KG MoDT Minister (now UDP post-restructuring). Opaque negotiations.,case-uz-etravel-silk-road,Uzbekistan eTravelUzbekistan Digital Tourism Platform,Uzbekistan,tender,700000,4000000,UZ eTravel proves Silk Road digital tourism works. KG Issyk-Kul + Burana + Tash-Rabat are world heritage. Multilingual sntz.ai stack.,LinkedIn message to kg-aieb-head (Aisha Mamytova). | Brief Issyk-Kul resort association. | Build multilingual tourism app MVR. | Reach out to AKDN cultural-heritage.,L2_VERIFIED
KG-INI-024,Open Data AI Platform (data.gov.kg),KG,AI Infrastructure (Enabling Layer),B,7.3,7,8,7,7,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-OPEN-DATA-P160933,WorldBank,Implementing Open Data Action Plan in the Kyrgyz Republic,[TTL_NOT_FOUND] Small TA project. Search path: projects.worldbank.org P160933.,case-id-indonesia-satu-data,Indonesia Satu Data Indonesia Open Data Platform,Indonesia,donor_program,600000,3500000,Indonesia Satu Data proves the open-data AI pattern. WB P160933 funds. Digital Code mandates open-by-default. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-udp-digital-head. | Brief WB Digital CASA TTL. | Build dev portal MVR. | Reach out to AUCA computer science.,L2_VERIFIED
KG-INI-025,HTP AI Talent Pipeline (Skills + Startup),KG,Education,B,7.4,8,7,7,8,8,kg-aieb-head,Aisha Mamytova,"Director, Agency for Investment and Export Promotion (AIEB), Kyrgyz Republic",https://www.linkedin.com/in/aisha-mamytova-kg,2,kg-auca-rector,Andrew Wachtel,KG-HTP,High Tech Park of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,KOICA-KG-DIGCAP,KOICA,Capacity Building of National Informatization for Digital Transformation in the Kyrgyz Republic,[TTL_NOT_FOUND] KOICA Bishkek. Search path: donors.kg + KOICA annual report.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,1500000,5500000,Saudi SDAIA proves national AI capability building. HTP + AUCA + KOICA fund the pipeline. Russian-Kyrgyz bilingual curriculum.,Submit pre-qualification for KG-T-2026-009. | LinkedIn message to kg-aieb-head. | Schedule meeting with kg-auca-rector. | Brief KOICA-KG-DIGCAP.,L2_VERIFIED
